B_field,"[0, 0, 0.015]"
orientation,"(0, 0, 1)"
frequencies,"[2.         2.02020202 2.04040404 2.06060606 2.08080808 2.1010101
 2.12121212 2.14141414 2.16161616 2.18181818 2.2020202  2.22222222
 2.24242424 2.26262626 2.28282828 2.3030303  2.32323232 2.34343434
 2.36363636 2.38383838 2.4040404  2.42424242 2.44444444 2.46464646
 2.48484848 2.50505051 2.52525253 2.54545455 2.56565657 2.58585859
 2.60606061 2.62626263 2.64646465 2.66666667 2.68686869 2.70707071
 2.72727273 2.74747475 2.76767677 2.78787879 2.80808081 2.82828283
 2.84848485 2.86868687 2.88888889 2.90909091 2.92929293 2.94949495
 2.96969697 2.98989899 3.01010101 3.03030303 3.05050505 3.07070707
 3.09090909 3.11111111 3.13131313 3.15151515 3.17171717 3.19191919
 3.21212121 3.23232323 3.25252525 3.27272727 3.29292929 3.31313131
 3.33333333 3.35353535 3.37373737 3.39393939 3.41414141 3.43434343
 3.45454545 3.47474747 3.49494949 3.51515152 3.53535354 3.55555556
 3.57575758 3.5959596  3.61616162 3.63636364 3.65656566 3.67676768
 3.6969697  3.71717172 3.73737374 3.75757576 3.77777778 3.7979798
 3.81818182 3.83838384 3.85858586 3.87878788 3.8989899  3.91919192
 3.93939394 3.95959596 3.97979798 4.        ]"
t,50
n_evolution,100
amp,0.1

Frequencies,Expectations
2.0,0.9820858204091195
2.0202020202020203,0.9776468135788084
2.04040404040404,0.9796725827341138
2.0606060606060606,0.9919448154678816
2.080808080808081,0.9981786245960036
2.101010101010101,0.9873466858117703
2.121212121212121,0.9707218475092741
2.1414141414141414,0.9562856276674885
2.1616161616161618,0.9533790187517655
2.1818181818181817,0.9733887665147583
2.202020202020202,0.9959448921970685
2.2222222222222223,0.9881780789168958
2.242424242424242,0.9503796921286627
2.2626262626262625,0.8972757072745488
2.282828282828283,0.8569155231962565
2.303030303030303,0.8737425517719533
2.323232323232323,0.9437517625474867
2.3434343434343434,0.9939318123877361
2.3636363636363638,0.9575560391624607
2.383838383838384,0.7917786271059516
2.404040404040404,0.5039825792219506
2.4242424242424243,0.221830975978812
2.4444444444444446,0.05583216792805397
2.4646464646464645,0.07386818699091073
2.484848484848485,0.29176335130285697
2.505050505050505,0.5857017923505248
2.525252525252525,0.8411244139857563
2.5454545454545454,0.9821820840863043
2.5656565656565657,0.9828148055986224
2.5858585858585856,0.9139662171676273
2.606060606060606,0.8542355545548512
2.6262626262626263,0.8472095974179467
2.6464646464646466,0.8976277205473266
2.666666666666667,0.9637673779527913
2.686868686868687,0.9946710394009262
2.707070707070707,0.9827703285259195
2.7272727272727275,0.9531647933652823
2.7474747474747474,0.9347017522054425
2.7676767676767677,0.9451296919749069
2.787878787878788,0.9738748772180895
2.808080808080808,0.9922826606259942
2.8282828282828283,0.986531863091859
2.8484848484848486,0.9663925425050823
2.8686868686868685,0.9523725611158974
2.888888888888889,0.9589732024246175
2.909090909090909,0.9794718377105954
2.9292929292929295,0.9921855118551969
2.94949494949495,0.9824921441811804
2.9696969696969697,0.9561780104664035
2.98989898989899,0.9375723184016178
3.0101010101010104,0.9466810209066105
3.0303030303030303,0.9750636184041361
3.0505050505050506,0.9936816100989418
3.070707070707071,0.97638209394587
3.090909090909091,0.919501924301176
3.111111111111111,0.8602242786570748
3.1313131313131315,0.8503942783738084
3.1515151515151514,0.9013667434292232
3.1717171717171717,0.9722904502773979
3.191919191919192,0.9927436813674595
3.212121212121212,0.8863417248872452
3.2323232323232327,0.6456927661961301
3.2525252525252526,0.3537870512784409
3.272727272727273,0.11167294587302543
3.2929292929292933,0.03978636351246019
3.313131313131313,0.1741785323766956
3.3333333333333335,0.43674045873775025
3.353535353535354,0.7311519500451519
3.3737373737373737,0.9337935989225743
3.393939393939394,0.9933928702338246
3.4141414141414144,0.9547772069272862
3.4343434343434343,0.8819091613837744
3.4545454545454546,0.8453617240416297
3.474747474747475,0.8749471108340799
3.494949494949495,0.935529418809313
3.5151515151515156,0.981366915887439
3.5353535353535355,0.9955946490520947
3.5555555555555554,0.977965183690274
3.575757575757576,0.9512559638352338
3.595959595959596,0.9460557120790444
3.6161616161616164,0.9625236009901402
3.6363636363636367,0.9825794032042816
3.6565656565656566,0.9955882726106727
3.676767676767677,0.993659904856386
3.6969696969696972,0.979588760696921
3.717171717171717,0.9715530773461042
3.7373737373737375,0.9763014159333956
3.757575757575758,0.9857241058548321
3.7777777777777777,0.9946216368017283
3.7979797979797985,0.9973359752769654
3.8181818181818183,0.9902420960467714
3.8383838383838382,0.9831524657494967
3.858585858585859,0.9838940155016297
3.878787878787879,0.9885350102385978
3.8989898989898992,0.994202522409801
3.9191919191919196,0.9980926595488142
3.9393939393939394,0.9950327934487713
3.95959595959596,0.9893602131826588
3.97979797979798,0.9884844880151262
4.0,0.9908114461470208
