B_field,"[0.00354, 0.00173, 0.0069500000000000004]"
orientation,"(1, 1, 1)"
frequencies,"[2.65       2.65454545 2.65909091 2.66363636 2.66818182 2.67272727
 2.67727273 2.68181818 2.68636364 2.69090909 2.69545455 2.7
 2.70454545 2.70909091 2.71363636 2.71818182 2.72272727 2.72727273
 2.73181818 2.73636364 2.74090909 2.74545455 2.75       2.75454545
 2.75909091 2.76363636 2.76818182 2.77272727 2.77727273 2.78181818
 2.78636364 2.79090909 2.79545455 2.8        2.80454545 2.80909091
 2.81363636 2.81818182 2.82272727 2.82727273 2.83181818 2.83636364
 2.84090909 2.84545455 2.85       2.85454545 2.85909091 2.86363636
 2.86818182 2.87272727 2.87727273 2.88181818 2.88636364 2.89090909
 2.89545455 2.9        2.90454545 2.90909091 2.91363636 2.91818182
 2.92272727 2.92727273 2.93181818 2.93636364 2.94090909 2.94545455
 2.95       2.95454545 2.95909091 2.96363636 2.96818182 2.97272727
 2.97727273 2.98181818 2.98636364 2.99090909 2.99545455 3.
 3.00454545 3.00909091 3.01363636 3.01818182 3.02272727 3.02727273
 3.03181818 3.03636364 3.04090909 3.04545455 3.05       3.05454545
 3.05909091 3.06363636 3.06818182 3.07272727 3.07727273 3.08181818
 3.08636364 3.09090909 3.09545455 3.1       ]"
t,10
n_evolution,100
amp,0.1

Frequencies,Expectations
2.65,0.8467275654423365
2.6545454545454543,0.845624403249756
2.659090909090909,0.8445515471360606
2.6636363636363636,0.8435118507034421
2.668181818181818,0.8425057689591958
2.672727272727273,0.8415358381846182
2.6772727272727272,0.8406027080413004
2.6818181818181817,0.8397086745289463
2.6863636363636365,0.8388547670719287
2.690909090909091,0.8380414169032471
2.6954545454545453,0.8372709981497172
2.6999999999999997,0.8365436836805463
2.7045454545454546,0.8358597003088838
2.709090909090909,0.835221440181814
2.7136363636363634,0.8346279025772692
2.7181818181818183,0.834080698055697
2.7227272727272727,0.83357923557042
2.727272727272727,0.8331242984404446
2.731818181818182,0.8327153546166538
2.7363636363636363,0.8323519544230091
2.7409090909090907,0.8320348412636311
2.7454545454545456,0.831763024556734
2.75,0.8315351688487498
2.7545454545454544,0.8313518034184741
2.759090909090909,0.8312105620082046
2.7636363636363637,0.8311110178915969
2.768181818181818,0.83105215730489
2.7727272727272725,0.8310327790962492
2.7772727272727273,0.8310508669717049
2.7818181818181817,0.8311050803541654
2.786363636363636,0.8311944513733152
2.790909090909091,0.8313157787731287
2.7954545454545454,0.8314681023490853
2.8,0.8316498755098455
2.8045454545454547,0.831858830362368
2.809090909090909,0.8320920656957943
2.8136363636363635,0.8323487299911114
2.8181818181818183,0.8326259209688199
2.8227272727272728,0.8329224333644375
2.827272727272727,0.833235009377645
2.831818181818182,0.8335629002847145
2.8363636363636364,0.8339022769584697
2.840909090909091,0.8342529280238882
2.8454545454545452,0.8346117976728735
2.85,0.8349778409611639
2.8545454545454545,0.835348128454381
2.859090909090909,0.8357211126514007
2.8636363636363638,0.8360959195931624
2.868181818181818,0.836470657927045
2.8727272727272726,0.8368433493979935
2.8772727272727274,0.8372130954397339
2.881818181818182,0.8375781600920381
2.8863636363636362,0.8379379422045091
2.890909090909091,0.8382919692484505
2.8954545454545455,0.8386383869210278
2.9,0.838977270948826
2.9045454545454543,0.8393082991122636
2.909090909090909,0.8396298770038029
2.9136363636363636,0.8399431694852761
2.918181818181818,0.8402480493224671
2.922727272727273,0.8405434657173254
2.9272727272727272,0.840831054643412
2.9318181818181817,0.8411105469677306
2.9363636363636365,0.8413824710379074
2.940909090909091,0.8416477456199086
2.9454545454545453,0.8419075298823546
2.95,0.8421623077347035
2.9545454545454546,0.8424133831435446
2.959090909090909,0.8426618576050641
2.963636363636364,0.8429094079785325
2.9681818181818183,0.8431564285011319
2.9727272727272727,0.8434064628580233
2.9772727272727275,0.8436589615725105
2.981818181818182,0.8439163380929583
2.9863636363636363,0.8441809667634652
2.990909090909091,0.8444536748425497
2.9954545454545456,0.8447369011338833
3.0,0.8450324007440493
3.0045454545454544,0.8453417046589572
3.0090909090909093,0.8456663364396897
3.0136363636363637,0.8460086633671735
3.018181818181818,0.8463710405316702
3.022727272727273,0.8467536741960786
3.0272727272727273,0.8471588810371276
3.0318181818181817,0.8475889774532018
3.036363636363636,0.8480447791596614
3.040909090909091,0.8485277507007397
3.0454545454545454,0.8490402601003364
3.05,0.8495817382299284
3.0545454545454547,0.8501556694284329
3.059090909090909,0.8507609756503453
3.0636363636363635,0.8513999006890121
3.0681818181818183,0.852073176159385
3.0727272727272728,0.8527809935232511
3.077272727272727,0.8535249327378213
3.081818181818182,0.8543043313134474
3.0863636363636364,0.8551200122381308
3.090909090909091,0.8559721214925697
3.0954545454545457,0.8568608443671161
3.1,0.8577862633942341
